SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3239 NW 61st St,Seattle,WA,98107,1095000,4,1.75,Sunset Hill,2640,5496,1938,1,415,,Active,,,http://www.redfin.com/WA/Seattle/3239-NW-61st-St-98107/home/162283,NWMLS,1608621,N,Y,47.6727805,-122.4000968
PAST SALE,October-26-2006,Single Family Residential,206 NW 40th St,Seattle,WA,98107,1150000,4,2.5,Fremont,2560,5500,1947,6,449,,Pending,,,http://www.redfin.com/WA/Seattle/206-NW-40th-St-98107/home/302902,NWMLS,1608060,N,Y,47.6557627,-122.3594721
PAST SALE,March-30-1994,Single Family Residential,4320 Baker Ave NW,Seattle,WA,98107,1290000,4,2,Phinney Ridge,3100,5500,1908,7,416,,Pending,,,http://www.redfin.com/WA/Seattle/4320-Baker-Ave-NW-98107/home/302126,NWMLS,1605742,N,Y,47.6596548,-122.3590814
PAST SALE,October-18-1983,Single Family Residential,304 NW 51st St,Seattle,WA,98107,1200000,4,2.5,Phinney Ridge,3030,5000,1901,20,396,,Pending,,,http://www.redfin.com/WA/Seattle/304-NW-51st-St-98107/home/302835,NWMLS,1601049,N,Y,47.6659072,-122.3610328
PAST SALE,,Single Family Residential,3629 NW 64th St,Seattle,WA,98107,1499950,4,2.5,Sunset Hill,3140,7586,1951,21,478,,Pending,,,http://www.redfin.com/WA/Seattle/3629-NW-64th-St-98107/home/162905,NWMLS,1601230,N,Y,47.6745817,-122.4048473
MLS Listing,,Single Family Residential,360 NW 46th St,Seattle,WA,98107,1000000,3,2.5,Ballard,1670,3880,1947,21,599,,Active,,,http://www.redfin.com/WA/Seattle/360-NW-46th-St-98107/home/302551,NWMLS,1601281,N,Y,47.6624438,-122.3634436
MLS Listing,,Single Family Residential,5218 8th Ave NW,Seattle,WA,98107,1400000,5,3.5,Ballard,3310,4300,1927,22,423,,Active,,,http://www.redfin.com/WA/Seattle/5218-8th-Ave-NW-98107/home/302342,NWMLS,1600916,N,Y,47.6670351,-122.3658807
MLS Listing,,Single Family Residential,300 NW 56th St,Seattle,WA,98107,1028800,5,2,Seattle,1860,3300,1950,33,553,,Active,,,http://www.redfin.com/WA/Seattle/300-NW-56th-St-98107/home/493411,NWMLS,1596564,N,Y,47.6695905,-122.3610349
PAST SALE,,Single Family Residential,2436 NW 64th St Unit A,Seattle,WA,98107,1015950,4,1.75,Ballard,1964,1000,2020,42,517,,Pending,,,http://www.redfin.com/WA/Seattle/2436-NW-64th-St-98107/unit-A/home/171408732,NWMLS,1593228,N,Y,47.6755179,-122.3893059
PAST SALE,March-7-2018,Single Family Residential,3013 NW 61st St,Seattle,WA,98107,2000000,6,3.5,Sunset Hill,4152,5000,2020,55,482,,Pending,,,http://www.redfin.com/WA/Seattle/3013-NW-61st-St-98107/home/162206,NWMLS,1588777,N,Y,47.6727514,-122.3962862
MLS Listing,,Single Family Residential,2436 NW 64th St Unit C,Seattle,WA,98107,1025950,4,2.25,Ballard,2108,1000,2020,55,487,,Active,,,http://www.redfin.com/WA/Seattle/2436-NW-64th-St-98107/unit-C/home/171304984,NWMLS,1588415,N,Y,47.6755179,-122.3893059
MLS Listing,,Single Family Residential,2417 NW 60th St,Seattle,WA,98107,1500000,3,1.75,Ballard,2340,5000,1912,77,641,,Active,,,http://www.redfin.com/WA/Seattle/2417-NW-60th-St-98107/home/161964,NWMLS,1580962,N,Y,47.6721982,-122.3884999
PAST SALE,,Single Family Residential,934 NW 63rd St,Seattle,WA,98107,1849999,4,3.5,Ballard,2925,3810,2020,131,632,,Pending,,,http://www.redfin.com/WA/Seattle/934-NW-63rd-St-98107/home/493752,NWMLS,1550546,N,Y,47.6747445,-122.3702943
PAST SALE,March-10-2020,Single Family Residential,2447 NW 61st,Seattle,WA,98107,1000000,3,2.25,Ballard,1732,1600,2020,86,577,,Sold,,,http://www.redfin.com/WA/Seattle/2447-NW-61st-St-98107/home/2069500,NWMLS,1568642,N,Y,47.6728957,-122.3896861
PAST SALE,April-10-2020,Single Family Residential,2011 NW 60th St,Seattle,WA,98107,1160950,3,2.25,Ballard,1771,1755,2020,55,656,,Sold,,,http://www.redfin.com/WA/Seattle/2011-NW-60th-St-98107/home/169730251,NWMLS,1565633,N,Y,47.6721584,-122.3826508
PAST SALE,April-10-2020,Single Family Residential,4227 4th Ave NW,Seattle,WA,98107,1117000,4,1.75,Fremont,3480,5000,2004,55,321,,Sold,,,http://www.redfin.com/WA/Seattle/4227-4th-Ave-NW-98107/home/303030,NWMLS,1575154,N,Y,47.6586246,-122.3622286
PAST SALE,March-27-2020,Single Family Residential,2224 NW 63rd St,Seattle,WA,98107,1135700,3,3,Ballard,1938,1600,2020,69,586,,Sold,,,http://www.redfin.com/WA/Seattle/2224-NW-63rd-St-98107/home/170621427,NWMLS,1567027,N,Y,47.6747678,-122.3858545
PAST SALE,April-15-2020,Single Family Residential,1711 NW 64th,Seattle,WA,98107,1150000,4,3.5,Ballard,2234,1919,2020,50,515,,Sold,,,http://www.redfin.com/WA/Seattle/1711-NW-64th-St-98107/home/171355449,NWMLS,1590544,N,Y,47.6750707,-122.3794144
PAST SALE,March-31-2020,Single Family Residential,119 NW 40th St,Seattle,WA,98107,1625000,4,3.25,Fremont,3130,5000,2002,65,519,,Sold,,,http://www.redfin.com/WA/Seattle/119-NW-40th-St-98107/home/302624,NWMLS,1570145,N,Y,47.6553979,-122.3580512
PAST SALE,May-19-2020,Single Family Residential,6022 2nd Ave NW,Seattle,WA,98107,1230000,2,1.75,Phinney Ridge,1960,5000,1910,16,628,,Sold,,,http://www.redfin.com/WA/Seattle/6022-2nd-Ave-NW-98107/home/299585,NWMLS,1582414,N,Y,47.6730776,-122.3592229
PAST SALE,March-9-2020,Single Family Residential,1744 NW 64th St Unit A,Seattle,WA,98107,1020000,3,2.25,Ballard,2090,1790,2017,87,488,,Sold,,,http://www.redfin.com/WA/Seattle/1744-NW-64th-St-98107/unit-A/home/494158,NWMLS,1563791,N,Y,47.6754222,-122.3809438
PAST SALE,April-3-2020,Single Family Residential,932 NW 63rd St,Seattle,WA,98107,1900000,4,3.5,Ballard,2908,3807,2020,62,653,,Sold,,,http://www.redfin.com/WA/Seattle/932-NW-63rd-St-98107/home/170349742,NWMLS,1550535,N,Y,47.6747382,-122.3702016
PAST SALE,March-16-2020,Single Family Residential,2035 NW 62nd St Unit B,Seattle,WA,98107,1075000,4,2.75,Ballard,1932,1698,2018,80,556,,Sold,,,http://www.redfin.com/WA/Seattle/2035-NW-62nd-St-98107/unit-B/home/144466570,NWMLS,1559345,N,Y,47.6736623,-122.3836934
PAST SALE,March-30-2020,Single Family Residential,953 NW 62nd St,Seattle,WA,98107,1470000,8,5.25,Ballard,4990,5000,1968,66,295,,Sold,,,http://www.redfin.com/WA/Seattle/953-NW-62nd-St-98107/home/494431,NWMLS,1569901,N,Y,47.6736038,-122.3710762
