SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-28-2015,Single Family Residential,5249 36th Ave NE,Seattle,WA,98105,1795000,5,3.5,Bryant,3520,4000,2015,38,510,,Pending,,,http://www.redfin.com/WA/Seattle/5249-36th-Ave-NE-98105/home/313843,NWMLS,1594209,N,Y,47.6681425,-122.2893266
PAST SALE,October-30-1998,Single Family Residential,5600 Ann Arbor Ave NE,Seattle,WA,98105,1895000,4,3.25,Hawthorne Hills,3480,9032,1940,43,545,,Pending,,,http://www.redfin.com/WA/Seattle/5600-Ann-Arbor-Ave-NE-98105/home/320263,NWMLS,1592060,N,Y,47.6702849,-122.2745182
PAST SALE,October-1-2004,Single Family Residential,4060 1st Ave NE,Seattle,WA,98105,1100000,3,1.75,Wallingford,1880,4000,1906,43,585,,Pending,,,http://www.redfin.com/WA/Seattle/4060-1st-Ave-NE-98105/home/118031,NWMLS,1592408,N,Y,47.6573622,-122.3274998
MLS Listing,,Single Family Residential,2010 NE 50th St,Seattle,WA,98105,1580000,8,4.0,Ravenna,3100,5000,1921,49,510,,Active,,,http://www.redfin.com/WA/Seattle/2010-NE-50th-St-98105/home/308247,NWMLS,1589851,N,Y,47.6650827,-122.3058416
PAST SALE,February-7-2014,Single Family Residential,5054 Pullman Ave NE,Seattle,WA,98105,1300000,3,2.5,Hawthorne Hills,2850,6000,1955,49,456,,Pending,,,http://www.redfin.com/WA/Seattle/5054-Pullman-Ave-NE-98105/home/320162,NWMLS,1590800,N,Y,47.6706453,-122.2727774
PAST SALE,April-21-2011,Single Family Residential,3516 NE 43rd St,Seattle,WA,98105,1650000,5,3.5,Laurelhurst,4490,5000,1948,55,367,,Pending,,,http://www.redfin.com/WA/Seattle/3516-NE-43rd-St-98105/home/122753,NWMLS,1588774,N,Y,47.6600841,-122.2894694
PAST SALE,July-29-2010,Single Family Residential,4732 48th Ave NE,Seattle,WA,98105,1340000,3,2.5,Laurelhurst,2140,5200,1944,74,626,,Pending,,,http://www.redfin.com/WA/Seattle/4732-48th-Ave-NE-98105/home/121639,NWMLS,1578093,N,Y,47.664058,-122.2754678
MLS Listing,,Single Family Residential,5412 21st Ave NE,Seattle,WA,98105,1450000,3,1.75,Ravenna,3682,5000,1914,78,394,,Active,,,http://www.redfin.com/WA/Seattle/5412-21st-Ave-NE-98105/home/308376,NWMLS,1577983,N,Y,47.6684035,-122.3050992
MLS Listing,,Single Family Residential,5319 9th Ave NE,Seattle,WA,98105,1695000,9,4.0,University District,3280,4400,1914,87,517,,Active,,,http://www.redfin.com/WA/Seattle/5319-9th-Ave-NE-98105/home/311983,NWMLS,1575344,N,Y,47.6676903,-122.3186546
PAST SALE,April-24-2020,Single Family Residential,5815 Ann Arbor Ave NE,Seattle,WA,98105,1395000,4,2.25,Hawthorne Hills,3250,6399,1940,41,429,,Sold,,,http://www.redfin.com/WA/Seattle/5815-Ann-Arbor-Ave-NE-98105/home/320343,NWMLS,1594233,N,Y,47.6725055,-122.2758694
PAST SALE,May-22-2020,Single Family Residential,4509 37th Ave NE,Seattle,WA,98105,1430000,4,2.5,Bryant,3110,3750,1998,13,460,,Sold,,,http://www.redfin.com/WA/Seattle/4509-37th-Ave-NE-98105/home/314567,NWMLS,1593229,N,Y,47.6619674,-122.2885348
PAST SALE,April-10-2020,Single Family Residential,354 NE 56th St,Seattle,WA,98105,1071500,7,2.75,Green Lake,2800,3780,1924,55,383,,Sold,,,http://www.redfin.com/WA/Seattle/354-NE-56th-St-98105/home/305264,NWMLS,1568096,N,Y,47.6695015,-122.3231092
PAST SALE,March-24-2020,Single Family Residential,332 NE 59th St,Seattle,WA,98105,1000000,3,2.5,Green Lake,2760,5000,1912,72,362,,Sold,,,http://www.redfin.com/WA/Seattle/332-NE-59th-St-98105/home/304480,NWMLS,1565365,N,Y,47.6717414,-122.3240259
PAST SALE,April-7-2020,Single Family Residential,5711 Ann Arbor Ave NE,Seattle,WA,98105,1185000,4,2.0,Hawthorne Hills,1830,6924,1950,58,648,,Sold,,,http://www.redfin.com/WA/Seattle/5711-Ann-Arbor-Ave-NE-98105/home/320092,NWMLS,1555393,N,Y,47.6711496,-122.2754117
PAST SALE,April-3-2020,Single Family Residential,4314 Thackeray Pl NE,Seattle,WA,98105,1100000,2,1.75,Wallingford,1940,3400,1911,62,567,,Sold,,,http://www.redfin.com/WA/Seattle/4314-Thackeray-Pl-NE-98105/home/117124,NWMLS,1562507,N,Y,47.6594627,-122.3258647
PAST SALE,April-10-2020,Single Family Residential,4521 Latona Ave NE,Seattle,WA,98105,1199950,5,1.75,Wallingford,2357,3780,1922,55,509,,Sold,,,http://www.redfin.com/WA/Seattle/4521-Latona-Ave-NE-98105/home/118202,NWMLS,1566481,N,Y,47.6620585,-122.3253783
PAST SALE,March-12-2020,Single Family Residential,217 NE 42nd St,Seattle,WA,98105,1175000,4,3.5,Wallingford,2540,1600,1911,84,463,,Sold,,,http://www.redfin.com/WA/Seattle/217-NE-42nd-St-98105/home/118728,NWMLS,1562947,N,Y,47.6575571,-122.3263372
PAST SALE,May-29-2020,Single Family Residential,4814 Stanford Ave NE,Seattle,WA,98105,1000000,3,2.75,Hawthorne Hills,2820,5610,1947,6,355,,Sold,,,http://www.redfin.com/WA/Seattle/4814-Stanford-Ave-NE-98105/home/320095,NWMLS,1598315,N,Y,47.6708291,-122.2757498
PAST SALE,,Single Family Residential,4504 37th Ave NE,Seattle,WA,98105,1660000,4,2.5,,3650,6676,2014,,455,,,,,http://www.redfin.com/WA/Seattle/4504-37th-Ave-NE-98105/home/313793,,,N,Y,47.6620245,-122.2879422
PAST SALE,April-20-2020,Single Family Residential,4517 2nd Ave NE,Seattle,WA,98105,1050000,3,2.25,Wallingford,2150,4099,1909,45,488,,Sold,,,http://www.redfin.com/WA/Seattle/4517-2nd-Ave-NE-98105/home/118595,NWMLS,1579299,N,Y,47.6619386,-122.3275272
PAST SALE,May-1-2020,Single Family Residential,5069 Harold Pl NE,Seattle,WA,98105,1275000,3,2.25,Laurelhurst,2550,5700,1946,34,500,,Sold,,,http://www.redfin.com/WA/Seattle/5069-Harold-Pl-NE-98105/home/120912,NWMLS,1578164,N,Y,47.6662027,-122.2731373
PAST SALE,May-29-2020,Single Family Residential,5741 24th Ave NE,Seattle,WA,98105,1260000,4,2.25,Ravenna,2430,3477,1927,6,519,,Sold,,,http://www.redfin.com/WA/Seattle/5741-24th-Ave-NE-98105/home/307973,NWMLS,1592694,N,Y,47.6711255,-122.3015003
PAST SALE,April-2-2020,Single Family Residential,4342 NE 58th St,Seattle,WA,98105,1025000,4,2.0,Hawthorne Hills,1757,7104,1945,63,583,,Sold,,,http://www.redfin.com/WA/Seattle/4342-NE-58th-St-98105/home/313526,NWMLS,1571748,N,Y,47.6713675,-122.2802833
PAST SALE,April-16-2020,Single Family Residential,5560 29th Ave NE,Seattle,WA,98105,1272500,4,3.5,Bryant,2670,5138,1939,49,477,,Sold,,,http://www.redfin.com/WA/Seattle/5560-29th-Ave-NE-98105/home/312942,NWMLS,1571896,N,Y,47.6701664,-122.2958272
PAST SALE,May-8-2020,Single Family Residential,5821 Vassar Ave NE,Seattle,WA,98105,1260000,4,2.25,Hawthorne Hills,2480,5683,1942,27,508,,Sold,,,http://www.redfin.com/WA/Seattle/5821-Vassar-Ave-NE-98105/home/320354,NWMLS,1591034,N,Y,47.6720365,-122.2765386
PAST SALE,May-20-2020,Single Family Residential,4937 Purdue Ave NE,Seattle,WA,98105,1575000,6,1.75,Hawthorne Hills,3120,6180,1949,15,505,,Sold,,,http://www.redfin.com/WA/Seattle/4937-Purdue-Ave-NE-98105/home/320687,NWMLS,1591750,N,Y,47.6706349,-122.2733565
PAST SALE,,Single Family Residential,4130 42nd Ave NE,Seattle,WA,98105,1400000,4,1.5,,2330,4800,1927,,601,,,,,http://www.redfin.com/WA/Seattle/4130-42nd-Ave-NE-98105/home/121386,,,N,Y,47.6593683,-122.282349
PAST SALE,April-8-2020,Single Family Residential,4510 37th Ave NE,Seattle,WA,98105,1660000,4,3.25,Bryant,3051,4400,1930,57,544,,Sold,,,http://www.redfin.com/WA/Seattle/4510-37th-Ave-NE-98105/home/313792,NWMLS,1572076,N,Y,47.6621497,-122.2879527
PAST SALE,May-19-2020,Single Family Residential,4558 51st Ave NE,Seattle,WA,98105,1710000,6,3.25,Laurelhurst,3990,4813,1969,16,429,,Sold,,,http://www.redfin.com/WA/Seattle/4558-51st-Ave-NE-98105/home/121532,NWMLS,1569789,N,Y,47.6629438,-122.2721889
PAST SALE,May-22-2020,Single Family Residential,4732 34th Ave NE,Seattle,WA,98105,1200000,4,2.25,Bryant,2432,4000,1922,13,493,,Sold,,,http://www.redfin.com/WA/Seattle/4732-34th-Ave-NE-98105/home/313258,NWMLS,1590649,N,Y,47.6633483,-122.2909544
PAST SALE,March-17-2020,Single Family Residential,4123 NE 41st St,Seattle,WA,98105,1316000,4,1.75,Laurelhurst,2420,5400,1909,79,544,,Sold,,,http://www.redfin.com/WA/Seattle/4123-NE-41st-St-98105/home/121643,NWMLS,1570631,N,Y,47.6582143,-122.2830331
PAST SALE,May-26-2020,Single Family Residential,4760 47th Ave NE,Seattle,WA,98105,1100000,3,1.0,Laurelhurst,2410,9618,1918,9,456,,Sold,,,http://www.redfin.com/WA/Seattle/4760-47th-Ave-NE-98105/home/121400,NWMLS,1589991,N,Y,47.6647556,-122.276968
PAST SALE,March-27-2020,Single Family Residential,5717 37th Ave NE,Seattle,WA,98105,1025000,3,1.75,Bryant,2140,8025,1940,69,479,,Sold,,,http://www.redfin.com/WA/Seattle/5717-37th-Ave-NE-98105/home/313798,NWMLS,1575151,N,Y,47.6709039,-122.2883111
PAST SALE,March-19-2020,Single Family Residential,4507 NE 54th St,Seattle,WA,98105,1037000,4,2.0,Laurelhurst,2190,5280,1947,77,474,,Sold,,,http://www.redfin.com/WA/Seattle/4507-NE-54th-St-98105/home/121031,NWMLS,1565964,N,Y,47.6673628,-122.2789851
PAST SALE,April-1-2020,Single Family Residential,4117 NE 41st St,Seattle,WA,98105,1245000,4,1.75,Laurelhurst,2590,5400,1909,64,481,,Sold,,,http://www.redfin.com/WA/Seattle/4117-NE-41st-St-98105/home/122320,NWMLS,1562684,N,Y,47.6581943,-122.2832231
