SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-26-2020,Single Family Residential,7502 28th Ave NW,Seattle,WA,98117,879000,3,1.75,Loyal Heights,2180,4182,1952,66,403,,Sold,,,http://www.redfin.com/WA/Seattle/7502-28th-Ave-NW-98117/home/163938,NWMLS,1570261,N,Y,47.6832623,-122.3927103
PAST SALE,May-15-2020,Single Family Residential,7037 22nd Ave NW,Seattle,WA,98117,926000,4,1.75,Ballard,2310,5100,1916,16,401,,Sold,,,http://www.redfin.com/WA/Seattle/7037-22nd-Ave-NW-98117/home/164177,NWMLS,1587304,N,Y,47.6806502,-122.3845485
PAST SALE,May-4-2020,Single Family Residential,9249 25th Ave NW,Seattle,WA,98117,950000,4,2,North Beach,2730,5250,1969,27,348,,Sold,,,http://www.redfin.com/WA/Seattle/9249-25th-Ave-NW-98117/home/289302,NWMLS,1573635,N,Y,47.6974359,-122.3888396
PAST SALE,April-10-2020,Single Family Residential,116 NW 76th St,Seattle,WA,98117,909000,3,2,Phinney Ridge,2100,4635,1914,51,433,,Sold,,,http://www.redfin.com/WA/Seattle/116-NW-76th-St-98117/home/495612,NWMLS,1570038,N,Y,47.6842596,-122.3588277
PAST SALE,March-6-2020,Single Family Residential,128 NW 75th St,Seattle,WA,98117,1745000,5,3.25,Greenwood,4320,6180,2007,90,404,,Sold,,,http://www.redfin.com/WA/Seattle/128-NW-75th-St-98117/home/496129,NWMLS,1563528,N,Y,47.6834973,-122.3593445
PAST SALE,April-15-2020,Single Family Residential,6527 5th Ave NW,Seattle,WA,98117,1350000,4,3.5,Phinney Ridge,2890,5000,1911,50,467,,Sold,,,http://www.redfin.com/WA/Seattle/6527-5th-Ave-NW-98117/home/496093,NWMLS,1580303,N,Y,47.6768288,-122.3628237
MLS Listing,,Single Family Residential,7003 26th Ave NW,Seattle,WA,98117,1250000,4,2.25,Ballard,2662,5814,1911,6,470,,Active,,,http://www.redfin.com/WA/Seattle/7003-26th-Ave-NW-98117/home/165216,NWMLS,1604847,N,Y,47.679616,-122.3899969
MLS Listing,,Single Family Residential,7026 Jones Ave NW,Seattle,WA,98117,1749888,5,3.5,Loyal Heights,3745,5100,2020,6,467,,Active,,,http://www.redfin.com/WA/Seattle/7026-Jones-Ave-NW-98117/home/164601,NWMLS,1607777,N,Y,47.6803511,-122.3861749
MLS Listing,,Single Family Residential,2848 NW 66th St,Seattle,WA,98117,1565000,3,3,Sunset Hill,2736,5000,2008,9,572,,Active,,,http://www.redfin.com/WA/Seattle/2848-NW-66th-St-98117/home/163216,NWMLS,1606305,N,Y,47.6768648,-122.3950416
MLS Listing,,Single Family Residential,8036 25th Ave NW,Seattle,WA,98117,1899950,5,3.5,Loyal Heights,3250,4850,2020,13,585,,Active,,,http://www.redfin.com/WA/Seattle/8036-25th-Ave-NW-98117/home/163025,NWMLS,1605584,N,Y,47.6879554,-122.3884096
PAST SALE,November-15-2016,Single Family Residential,8019 14th Ave NW,Seattle,WA,98117,1509000,5,3.5,Whittier,3710,5080,2016,13,407,,Pending,,,http://www.redfin.com/WA/Seattle/8019-14th-Ave-NW-98117/home/496444,NWMLS,1605326,N,Y,47.6875574,-122.3743858
MLS Listing,,Single Family Residential,8520 30th Ave NW,Seattle,WA,98117,1629000,5,3.5,North Beach,3100,7630,2020,14,525,,Active,,,http://www.redfin.com/WA/Seattle/8520-30th-Ave-NW-98117/home/163453,NWMLS,1584702,N,Y,47.6912826,-122.3953276
MLS Listing,,Single Family Residential,1406 NW 75th St,Seattle,WA,98117,1288800,4,3,Whittier,2480,4500,1925,14,520,,Active,,,http://www.redfin.com/WA/Seattle/1406-NW-75th-St-98117/home/496715,NWMLS,1600606,N,Y,47.6834582,-122.3744644
PAST SALE,June-30-2009,Single Family Residential,6721 10th Ave NW,Seattle,WA,98117,1050000,3,2.75,Ballard,2060,5350,1965,16,510,,Pending,,,http://www.redfin.com/WA/Seattle/6721-10th-Ave-NW-98117/home/495454,NWMLS,1598670,N,Y,47.6784146,-122.3700299
MLS Listing,,Single Family Residential,6542 Jones Ave NW,Seattle,WA,98117,1729000,5,4.5,Ballard,3115,5000,2020,20,555,,Active,,,http://www.redfin.com/WA/Seattle/6542-Jones-Ave-NW-98117/home/166295,NWMLS,1602020,N,Y,47.677137,-122.386103
PAST SALE,July-29-1999,Single Family Residential,2137 NW 96th St,Seattle,WA,98117,1650000,4,3.5,North Beach,3638,7500,1963,21,454,,Pending,,,http://www.redfin.com/WA/Seattle/2137-NW-96th-St-98117/home/289047,NWMLS,1601242,N,Y,47.6987406,-122.3847052
PAST SALE,December-9-2016,Single Family Residential,8050 11th Ave NW,Seattle,WA,98117,1685000,5,3.5,Whittier,3880,5000,2016,22,434,,Pending,,,http://www.redfin.com/WA/Seattle/8050-11th-Ave-NW-98117/home/496294,NWMLS,1599776,N,Y,47.6884303,-122.3700859
PAST SALE,August-17-2011,Single Family Residential,7712 33rd Ave NW,Seattle,WA,98117,1249000,5,2.75,Sunset Hill,2549,5000,1941,23,490,,Pending,,,http://www.redfin.com/WA/Seattle/7712-33rd-Ave-NW-98117/home/290538,NWMLS,1598387,N,Y,47.6853774,-122.3990505
PAST SALE,October-31-2014,Single Family Residential,3440 NW 65th St,Seattle,WA,98117,1899900,4,3.5,Sunset Hill,3182,6382,2014,27,597,,Pending,,,http://www.redfin.com/WA/Seattle/3440-NW-65th-St-98117/home/52400249,NWMLS,1595753,N,Y,47.6762665,-122.4028243
MLS Listing,,Single Family Residential,2843 NW 69 St,Seattle,WA,98117,1200000,6,3.5,Ballard,3283,5000,1915,35,366,,Active,,,http://www.redfin.com/WA/Seattle/2843-NW-69th-St-98117/home/166997,NWMLS,1595902,N,Y,47.6785626,-122.394826
MLS Listing,,Single Family Residential,8038 Mary Ave NW,Seattle,WA,98117,1500000,4,3.5,Whittier,2950,5080,2013,41,508,,Active,,,http://www.redfin.com/WA/Seattle/8038-Mary-Ave-NW-98117/home/498320,NWMLS,1593455,N,Y,47.6880358,-122.3751459
PAST SALE,July-15-2016,Single Family Residential,9215 Cyrus Ave NW,Seattle,WA,98117,1050000,3,2.25,North Beach,2100,6487,1939,42,500,,Pending,,,http://www.redfin.com/WA/Seattle/9215-Cyrus-Ave-NW-98117/home/288862,NWMLS,1593007,N,Y,47.6960013,-122.40032
MLS Listing,,Single Family Residential,3307 NW 68th St,Seattle,WA,98117,1550000,5,3.5,Sunset Hill,2670,5000,1925,42,581,,Active,,,http://www.redfin.com/WA/Seattle/3307-NW-68th-St-98117/home/290132,NWMLS,1591564,N,Y,47.6780316,-122.4001727
PAST SALE,,Single Family Residential,6815 35th Ave NW,Seattle,WA,98117,1625000,4,3.5,Sunset Hill,3290,4200,1992,51,494,,Pending,,,http://www.redfin.com/WA/Seattle/6815-35th-Ave-NW-98117/home/290396,NWMLS,1572116,N,Y,47.6787332,-122.4027033
PAST SALE,May-15-1987,Single Family Residential,8518 30th Ave NW,Seattle,WA,98117,1595000,5,3.5,North Beach,3100,7496,2020,66,515,,Pending,,,http://www.redfin.com/WA/Seattle/8518-30th-Ave-NW-98117/home/163454,NWMLS,1584701,N,Y,47.6911732,-122.3955042
MLS Listing,,Single Family Residential,6546 25th Ave NW,Seattle,WA,98117,1663000,5,3.75,Loyal Heights,3258,5100,2020,75,510,,Active,,,http://www.redfin.com/WA/Seattle/6546-25th-Ave-NW-98117/home/166672,NWMLS,1582093,N,Y,47.6772491,-122.3883934
PAST SALE,May-29-2019,Single Family Residential,2823 NW 66th St,Seattle,WA,98117,1599000,4,3.25,Ballard,3496,5000,2020,76,457,,Pending,,,http://www.redfin.com/WA/Seattle/2823-NW-66th-St-98117/home/165231,NWMLS,1579621,N,Y,47.6764149,-122.3940221
MLS Listing,,Single Family Residential,222 NW 95th St,Seattle,WA,98117,1658000,5,3,Greenwood,3590,6900,2019,87,462,,Active,,,http://www.redfin.com/WA/Seattle/222-NW-95th-St-98117/home/100312,NWMLS,1573093,N,Y,47.6980352,-122.3601582
MLS Listing,,Single Family Residential,9308 28th Ave NW,Seattle,WA,98117,1180000,4,4.25,North Beach,3718,5928,1981,92,317,,Active,,,http://www.redfin.com/WA/Seattle/9308-28th-Ave-NW-98117/home/289938,NWMLS,1572665,N,Y,47.697097,-122.3926404
