SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-10-2020,Single Family Residential,2011 NW 60th St,Seattle,WA,98107,1160950,3,2.25,Ballard,1771,1755,2020,55,656,,Sold,,,http://www.redfin.com/WA/Seattle/2011-NW-60th-St-98107/home/169730251,NWMLS,1565633,N,Y,47.6721584,-122.3826508
PAST SALE,April-10-2020,Single Family Residential,4227 4th Ave NW,Seattle,WA,98107,1117000,4,1.75,Fremont,3480,5000,2004,55,321,,Sold,,,http://www.redfin.com/WA/Seattle/4227-4th-Ave-NW-98107/home/303030,NWMLS,1575154,N,Y,47.6586246,-122.3622286
PAST SALE,March-27-2020,Single Family Residential,2224 NW 63rd St,Seattle,WA,98107,1135700,3,3.0,Ballard,1938,1600,2020,69,586,,Sold,,,http://www.redfin.com/WA/Seattle/2224-NW-63rd-St-98107/home/170621427,NWMLS,1567027,N,Y,47.6747678,-122.3858545
PAST SALE,April-15-2020,Single Family Residential,1711 NW 64th,Seattle,WA,98107,1150000,4,3.5,Ballard,2234,1919,2020,50,515,,Sold,,,http://www.redfin.com/WA/Seattle/1711-NW-64th-St-98107/home/171355449,NWMLS,1590544,N,Y,47.6750707,-122.3794144
PAST SALE,March-31-2020,Single Family Residential,119 NW 40th St,Seattle,WA,98107,1625000,4,3.25,Fremont,3130,5000,2002,65,519,,Sold,,,http://www.redfin.com/WA/Seattle/119-NW-40th-St-98107/home/302624,NWMLS,1570145,N,Y,47.6553979,-122.3580512
PAST SALE,May-19-2020,Single Family Residential,6022 2nd Ave NW,Seattle,WA,98107,1230000,2,1.75,Phinney Ridge,1960,5000,1910,16,628,,Sold,,,http://www.redfin.com/WA/Seattle/6022-2nd-Ave-NW-98107/home/299585,NWMLS,1582414,N,Y,47.6730776,-122.3592229
PAST SALE,March-9-2020,Single Family Residential,1744 NW 64th St Unit A,Seattle,WA,98107,1020000,3,2.25,Ballard,2090,1790,2017,87,488,,Sold,,,http://www.redfin.com/WA/Seattle/1744-NW-64th-St-98107/unit-A/home/494158,NWMLS,1563791,N,Y,47.6754222,-122.3809438
PAST SALE,April-3-2020,Single Family Residential,932 NW 63rd St,Seattle,WA,98107,1900000,4,3.5,Ballard,2908,3807,2020,62,653,,Sold,,,http://www.redfin.com/WA/Seattle/932-NW-63rd-St-98107/home/170349742,NWMLS,1550535,N,Y,47.6747382,-122.3702016
PAST SALE,March-16-2020,Single Family Residential,2035 NW 62nd St Unit B,Seattle,WA,98107,1075000,4,2.75,Ballard,1932,1698,2018,80,556,,Sold,,,http://www.redfin.com/WA/Seattle/2035-NW-62nd-St-98107/unit-B/home/144466570,NWMLS,1559345,N,Y,47.6736623,-122.3836934
PAST SALE,March-30-2020,Single Family Residential,953 NW 62nd St,Seattle,WA,98107,1470000,8,5.25,Ballard,4990,5000,1968,66,295,,Sold,,,http://www.redfin.com/WA/Seattle/953-NW-62nd-St-98107/home/494431,NWMLS,1569901,N,Y,47.6736038,-122.3710762
